file,size_bytes,elapsed_s,parse_success,save_success,reparse_success,total_lines,output_lines,byte_identical,changed_lines,changed_line_ratio,line_levenshtein,normalized_edit_distance,semantic_status,stderr
lucasbalm__Fortify-LIM__docker-compose.yml.yml,703,0.0035,True,True,True,26,25,False,23,0.884615,23,0.884615,not requested,
lucashcl__video-downloader__docker-compose.yml.yml,554,0.004,True,True,True,26,26,False,1,0.038462,1,0.038462,not requested,
luxiaolei__searxng-crawl4ai-mcp__docker-compose.yml.yml,2105,0.0063,True,True,True,96,85,False,13,0.135417,13,0.135417,not requested,
macv9620__py-pip__web-server_docker-compose.yml.yml,139,0.0041,True,True,True,9,9,False,1,0.111111,1,0.111111,not requested,
maduvitorino__unipass-manager-api__docker-compose.yml.yml,490,0.0041,True,True,True,24,21,False,5,0.208333,5,0.208333,not requested,
magma-labs__magma-chat__docker-compose.yml.old.yml,846,0.0041,True,True,True,42,39,False,5,0.119048,5,0.119048,not requested,
mainza-ai__ClaimAuditAi__docker-compose.yml.yml,793,0.0044,True,True,True,39,38,False,2,0.051282,2,0.051282,not requested,
malbiruk__artistpath__docker-compose.yml.yml,704,0.004,True,True,True,29,26,False,3,0.103448,3,0.103448,not requested,
maliksari__django-iot-project__iot-tcp_docker-compose.yml.yml,787,0.0039,True,True,True,45,39,False,7,0.155556,7,0.155556,not requested,
mandeepsingh10__chwitter__docker-compose.yml-og.yml,1454,0.005,True,True,True,56,50,False,12,0.214286,12,0.214286,not requested,
mandragora-hub__litterarum-dashboard__docker-compose.yml.yml,507,0.0047,True,True,True,17,16,False,3,0.176471,3,0.176471,not requested,
marcogalian__bliss_Threads_api__docker-compose.yml.yml,3220,0.0068,True,True,True,112,111,False,109,0.973214,109,0.973214,not requested,
marushosummers__schema-collector__docker-compose.yml.yml,259,0.0044,True,True,True,13,13,False,1,0.076923,1,0.076923,not requested,
matchish__placeinqueue-compose__dev.docker-compose.yml.yml,388,0.0052,True,True,True,22,21,False,18,0.818182,18,0.818182,not requested,
me-cedric__htpc-box-docker__docker-compose.yml.yml,37438,0.0339,True,True,True,1149,908,False,322,0.280244,322,0.280244,not requested,
medvezhonokok__dbms-2024__hw1_docker-compose.yml.yml,649,0.0036,True,True,True,33,29,False,6,0.181818,6,0.181818,not requested,
megaheart__viettel-assignment-21-linh-tpm-1__docker-compose.yml.yml,7589,0.0066,True,True,True,222,171,False,76,0.342342,76,0.342342,not requested,
meinnn__StrEAT__docker-compose.yml.yml,4895,0.0059,True,True,True,153,140,False,38,0.248366,38,0.248366,not requested,
melhamamsy__DTC-LLM-Zoomcamp__docker-compose.yml.yml,496,0.0034,True,True,True,22,20,False,3,0.136364,3,0.136364,not requested,
mesutoezdil__genai-bootcamp-2025__week_4_additional_docker-compose.yml.yml,1384,0.0045,True,True,True,72,63,False,12,0.166667,12,0.166667,not requested,
mfigueroa-eafit__antivirus-backend-app__docker-compose.yml.yml,555,0.0036,True,True,True,27,24,False,5,0.185185,5,0.185185,not requested,
mgarralda__hadoop-spark-cluster__docker-compose.yml.bck.yml,1513,0.0039,True,True,True,70,52,False,19,0.271429,19,0.271429,not requested,
mhemanthkmr__Python_Batch_2026__Python_Jan_26_Training_docker-compose.yml.yml,607,0.0036,True,True,True,25,23,False,5,0.2,5,0.2,not requested,
michalfapso__thingsboard_docker_https__docker-compose.yml.tb.yml,419,0.0036,True,True,True,17,14,False,6,0.352941,6,0.352941,not requested,
microservice-canvas__plantuml__docker-compose.yml.yml,186,0.0037,True,True,True,10,6,False,5,0.5,5,0.5,not requested,
minh10huy__pentest_mobileapp__docker-compose.yml.org.yml,122,0.0035,True,True,True,8,6,False,2,0.25,2,0.25,not requested,
minhng92__django-rest-example-docker__docker-compose.yml.yml,257,0.0041,True,True,True,15,14,False,3,0.2,3,0.2,not requested,
minstradamuss__SPBSU_MP_Homeworks__Programming-in-the-Kotlin-language_class12_kotlin-2023-b09-class12-minstradamuss-master_docker-compose.yml.yml,152,0.004,True,True,True,10,10,False,3,0.3,3,0.3,not requested,
mixartemev__laravel-nova-docker__docker-compose.yml.yml,1605,0.0046,True,True,True,55,40,False,38,0.690909,38,0.690909,not requested,
mk-daruma__git-used-to__docker-compose.yml.yml,673,0.0037,True,True,True,32,29,False,5,0.15625,5,0.15625,not requested,
mlcommons__storage_results_v3.0__FarmGPU_code-f1b36da9_vdb_benchmark_stacks_milvus_standalone_minio_docker-compose.yml.yml,2302,0.005,True,True,True,72,63,False,11,0.152778,11,0.152778,not requested,
monmarupeddi__Projects__Property_Listings-_Real-time_Data_Streaming_Processing_and_Storage_RT-DataStreaming_docker-compose.yml.yml,5933,0.008,True,True,True,201,193,False,37,0.18408,37,0.18408,not requested,
mox8__drf-boilerplate__docker-compose.yml.yml,2514,0.0049,True,True,True,103,74,False,37,0.359223,37,0.359223,not requested,
mrmagicpotato007__leaderboard__monitoring_docker-compose.yml.yml,1081,0.0039,True,True,True,46,42,False,12,0.26087,12,0.26087,not requested,
msshashank1997__lab__docker-compose.yml.yml,562,0.0033,True,True,True,23,23,False,1,0.043478,1,0.043478,not requested,
mundodocker__exemplo-docker-compose__docker-compose.yml-bkp.yml,229,0.0032,True,True,True,15,15,False,4,0.266667,4,0.266667,not requested,
mustaphaamine1__MLflow-Dockerized-FastAPI-Project__docker-compose.yml.yml,202,0.0034,True,True,True,9,8,False,2,0.222222,2,0.222222,not requested,
n9te9__go-graphql__docker-compose.yml.yml,350,0.0039,True,True,True,21,20,False,1,0.047619,1,0.047619,not requested,
namboy94__progstats__docker-compose.yml.yml,993,0.0051,True,True,True,48,47,False,1,0.020833,1,0.020833,not requested,
naubergois__AgenteInvestimento__observability_docker-compose.yml.yml,1196,0.005,True,True,True,42,40,False,4,0.095238,4,0.095238,not requested,
nesfit__jane-cryptoclients__docker-compose.yml.bak.yml,4052,0.0084,True,True,True,181,154,False,34,0.187845,34,0.187845,not requested,
neybar__pi_slide_show__docker-compose.yml.yml,622,0.0039,True,True,True,21,17,False,4,0.190476,4,0.190476,not requested,
nhanrunandgo__inventory-cloud-project3__step2_docker-compose.yml.yml,638,0.004,True,True,True,39,35,False,5,0.128205,5,0.128205,not requested,
nico2246__Sumativa3FS3__FullStack3-MS3_demo3_docker-compose.yml.yml,473,0.0037,True,True,True,16,15,False,1,0.0625,1,0.0625,not requested,
nihar245__ForgeDoo__backend_docker-compose.yml.yml,1677,0.0056,True,True,True,66,64,False,6,0.090909,6,0.090909,not requested,
nmaguiar__test__docker-compose.yml.yml,149,0.0048,True,True,True,11,9,False,4,0.363636,4,0.363636,not requested,
nmtri3108__BellamyBook-Official__docker-compose.yml.yml,42618,0.0334,True,True,True,1033,893,False,214,0.207164,214,0.207164,not requested,
nothing022__NothingXMusic__docker-compose.yml.yml,892,0.0036,True,True,True,24,24,False,19,0.791667,19,0.791667,not requested,
nssuwan186-dev__hotel-brain__docker-compose.yml.yml,1526,0.0033,True,True,True,60,49,False,12,0.2,12,0.2,not requested,
nxmatic__gha-runner__gha_docker-compose.yml.yml,2787,0.0051,True,True,True,125,113,False,36,0.288,36,0.288,not requested,
