op,file,service,before,after,total_lines,actual_changed_lines,expected_changed_lines,locality_ratio,baseline_noise_changed_lines,incremental_changed_lines,adjusted_locality_ratio,elapsed_s,status
restart,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,unless-stopped,on-failure,22,4,1,0.25,3,1,1.0,0.0059,OK
restart,Hexsia__Fiport-Portfolio__docker-compose.yml.yml,backend,unless-stopped,on-failure,58,5,1,0.2,4,1,1.0,0.0072,OK
restart,HungTruong4689__Docker-and-Kubernetes__Docker_chapter-5-master_example-1_docker-compose.yml.yml,history,no,on-failure,35,6,1,0.166667,5,1,1.0,0.0041,OK
restart,IT22277190__mtit-assignment2-hospital-microservices__docker-compose.yml.yml,api-gateway,on-failure,always,284,11,1,0.090909,10,1,1.0,0.0104,OK
restart,IamHammadDevX__wfhlogger-AWS-S3__docker-compose.yml.yml,wfhlogger-new,unless-stopped,on-failure,13,1,1,1.0,0,1,1.0,0.0048,OK
restart,JMaynor__Dolores__docker-compose.yml.yml,dolores,unless-stopped,on-failure,71,9,1,0.111111,8,1,1.0,0.0062,OK
restart,JeremiahM37__homelab-blueprint__docker-compose.example.yml.yml,audiobookshelf,unless-stopped,on-failure,721,108,1,0.009259,107,1,1.0,0.0144,OK
restart,JessicaNathany__rinha-de-backend-2025__deploy_docker-compose.yml.yml,backend-api-1,unless-stopped,on-failure,94,11,1,0.090909,11,0,1.0,0.0076,OK
restart,Jhn611__9-10F-Bdev__docker-compose.yml.yml,backend,always,on-failure,14,14,1,0.071429,14,0,1.0,0.0047,OK
restart,Jokerkraft__Sistema-De-Inventarios__docker-compose.yml.yml,mysql,unless-stopped,on-failure,24,3,1,0.333333,2,1,1.0,0.0049,OK
restart,JonasB11__KarteiCard__docker-compose.yml.yml,app,unless-stopped,on-failure,33,4,1,0.25,3,1,1.0,0.005,OK
restart,JoshDunnDev__farmy-fish-fry__docker-compose.yml.yml,app,unless-stopped,on-failure,81,23,1,0.043478,22,1,1.0,0.0059,OK
restart,JosueCoto2__AgroflexSOA__docker-compose.yml.yml,admin,unless-stopped,on-failure,270,76,1,0.013158,76,0,1.0,0.0091,OK
restart,KamiALK__docker__databases_postgres_graph_docker-compose.yml.yml,music_db,always,on-failure,42,12,1,0.083333,11,1,1.0,0.0069,OK
restart,Karnemorkon__matrix-dendrite-setup__docker-compose.yml.yml,admin-panel,unless-stopped,on-failure,264,68,1,0.014706,67,1,1.0,0.0104,OK
restart,LegitCamper__homelab__homeserver_docker_compose.yml.yml,audiobookshelf,always,on-failure,1005,142,1,0.007042,141,1,1.0,0.0189,OK
restart,LiReyes__todo-api__docker-compose.yml.yml,db,always,on-failure,37,23,1,0.043478,22,1,1.0,0.0058,OK
restart,LuchnikKek__Team_Auth_sprint_2__docker-compose.yml.yml,auth_postgres,on-failure,always,171,26,1,0.038462,25,1,1.0,0.008,OK
restart,MT-TEAM-Org__batch__docker-compose.yml.yml,app,always,on-failure,50,38,1,0.026316,37,1,1.0,0.005,OK
restart,MangwaleDev__searchv2__docker-compose.yml.yml,search-adminer,unless-stopped,on-failure,384,74,1,0.013514,73,1,1.0,0.0102,OK
restart,MariaNosareva__backend-course__rabbitmq_topic-example_docker-compose.yml.yml,consumer1,always,on-failure,20,10,1,0.1,9,1,1.0,0.0046,OK
restart,Marwan051__final-project-database__docker-compose.yml.yml,pgadmin,unless-stopped,on-failure,47,4,1,0.25,3,1,1.0,0.0054,OK
restart,MateuszRostek__book-store__docker-compose.yml.yml,app,unless-stopped,on-failure,32,8,1,0.125,7,1,1.0,0.0062,OK
restart,MatiasJurgenson__ComfyUI-on-AMD-Linux-running-in-Podman__docker-compose.yml.yml,comfyk,unless-stopped,on-failure,47,22,1,0.045455,21,1,1.0,0.0058,OK
restart,MdMurad-102__nestJsTemplete__docker-compose.yml.yml,api,unless-stopped,on-failure,41,7,1,0.142857,6,1,1.0,0.0068,OK
restart,MenkoyS__3PROJ__docker-compose.yml.yml,backend,unless-stopped,on-failure,90,11,1,0.090909,10,1,1.0,0.0075,OK
restart,Mingo07-dev__n8n_workflows__docker-compose.yml.yml,n8n,unless-stopped,on-failure,50,6,1,0.166667,5,1,1.0,0.0068,OK
restart,Morlock52__psscript-manager__psscript-test-20250731011322_docker-compose.yml.yml,test-db,unless-stopped,on-failure,23,4,1,0.25,3,1,1.0,0.0055,OK
restart,MrTorriz__homelab__docker_compose.yml.yml,adguardhome,unless-stopped,on-failure,785,123,1,0.00813,122,1,1.0,0.0169,OK
restart,NuttyShrimp__bachelor-thesis-poc__benchmark_docker-compose.yml.yml,grafana,unless-stopped,on-failure,262,42,1,0.02381,41,1,1.0,0.0088,OK
restart,Oliver0804__docker_phpmyadmin__docker-compose.yml.yml,db,always,on-failure,28,16,1,0.0625,15,1,1.0,0.0048,OK
restart,OneUptime__oneuptime__docker-compose.base.yml.yml,app,always,on-failure,559,162,1,0.006173,161,1,1.0,0.0147,OK
restart,PACER-PHII__PACER-client__docker-compose.yml.bk.yml,ecr-postgresql,always,on-failure,64,10,1,0.1,9,1,1.0,0.0053,OK
restart,PACER-PHII__PACER-client__docker-compose.yml.bk1.yml,ecr-postgresql,always,on-failure,43,7,1,0.142857,6,1,1.0,0.0048,OK
restart,PacktPublishing__Building-Smart-Home-Automation-Solutions-with-Home-Assistant__Chapter_08_docker-compose.yml.yml,chronograf,unless-stopped,on-failure,176,82,1,0.012195,81,1,1.0,0.0066,OK
restart,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,always,on-failure,67,6,1,0.166667,5,1,1.0,0.0052,OK
restart,PelionIoT__pelion-edge-provisioner__docker-compose.yml.yml,mongo,unless-stopped,on-failure,35,8,1,0.125,7,1,1.0,0.0046,OK
restart,PeterNguyenX__AI-ActivEdu-thesis__Others_docker-compose.yml.yml,backend,unless-stopped,on-failure,76,13,1,0.076923,12,1,1.0,0.0054,OK
restart,ProjektZespolowyMetro__METRO__docker-compose.yml.yml,backend,unless-stopped,on-failure,101,25,1,0.04,24,1,1.0,0.0055,OK
restart,ProtocolONE__s3-proxy__docker_docker-compose.yml.yml,s3-minio,always,on-failure,11,2,1,0.5,1,1,1.0,0.0043,OK
restart,ProudRykar__MTUCI-Course_3-Fullstack__docker-compose.yml.yml,app,unless-stopped,on-failure,140,29,1,0.034483,28,1,1.0,0.0058,OK
restart,Prushka__Recipe-Fullstack__docker-compose.yml.yml,backend,unless-stopped,on-failure,34,7,1,0.142857,6,1,1.0,0.0053,OK
restart,Qauttrolab__paperless-ngx-synology-setup__docker-compose-ds723.yml.yml,broker,unless-stopped,on-failure,541,426,1,0.002347,425,1,1.0,0.0111,OK
restart,RJWALICZEK__iot-monitor__docker-compose.yml.yml,pgadmin,unless-stopped,on-failure,41,12,1,0.083333,11,1,1.0,0.0049,OK
restart,RadovanBulla1304__DP_OtazkovySystem_v2__docker-compose.yml.yml,backend,unless-stopped,on-failure,48,1,1,1.0,0,1,1.0,0.005,OK
restart,Ragdata__labstacks__src_svc_wallos_docker-compose.yml.yml,wallos,unless-stopped,on-failure,16,7,1,0.142857,6,1,1.0,0.0047,OK
restart,RichardUchotski__spring-boot-fullstack__docker-compose.yml.yml,amigoscode-rsu-api,unless-stopped,on-failure,37,7,1,0.142857,6,1,1.0,0.0047,OK
restart,RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,backend,unless-stopped,on-failure,74,12,1,0.083333,11,1,1.0,0.0052,OK
restart,SafariDesk-OS__Core__docker-compose.yml.yml,api,always,on-failure,94,21,1,0.047619,20,1,1.0,0.0049,OK
restart,SaiMihir05__agentic-research-assistant__docker-compose.yml.yml,api,unless-stopped,on-failure,69,12,1,0.083333,11,1,1.0,0.0051,OK
restart,Sanjay2729117__projectS__docker-compose.yml.yml,db,always,on-failure,29,6,1,0.166667,5,1,1.0,0.0043,OK
restart,SeaXen__StatSea__docker-compose.yml.yml,backend,unless-stopped,on-failure,27,2,1,0.5,1,1,1.0,0.0047,OK
restart,SecCodeSmith__text-to-audiobook__docker-compose.yml.yml,ai-tts,unless-stopped,on-failure,35,11,1,0.090909,10,1,1.0,0.0046,OK
restart,Sergei2019__foodgram__infra_docker-compose.yml.yml,backend,always,on-failure,53,12,1,0.083333,11,1,1.0,0.0047,OK
restart,ShanelReyes__rory__docker-compose.yml.bak.yml,rory-worker-0,unless-stopped,on-failure,152,65,1,0.015385,65,0,1.0,0.0064,OK
restart,Shrishesha4__movie-mag__docker-compose.yml.yml,movie-streamer,unless-stopped,on-failure,87,8,1,0.125,7,1,1.0,0.0054,OK
restart,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1.yml.yml,airsonic,unless-stopped,on-failure,1870,245,1,0.004082,244,1,1.0,0.039,OK
restart,Soufleuse__GererEquipeJS__docker-compose.yml.yml,sqlserver-api-web,unless-stopped,on-failure,32,7,1,0.142857,6,1,1.0,0.0047,OK
restart,SovereignCloudStack__standards__compliance-monitor_docker-compose.yml.yml,postgres,always,on-failure,67,20,1,0.05,19,1,1.0,0.0051,OK
restart,SuryaKTiwari11__kafka__docker-compose.yml.yml,kafka,always,on-failure,29,5,1,0.2,4,1,1.0,0.0046,OK
restart,T6523__diabetes-prediction-s5e12__docker-compose.yml.yml,ml-lab,unless-stopped,on-failure,20,5,1,0.2,4,1,1.0,0.0043,OK
restart,TJCatFood__backend__docker-compose.yml.dev.yml,db,always,on-failure,78,14,1,0.071429,13,1,1.0,0.0053,OK
restart,TR-Krishna__docker__docker-compose.yml.yml,apimeter,on-failure,always,83,14,1,0.071429,13,1,1.0,0.005,OK
restart,TailTag__server__uptime_docker-compose.yml.yml,uptime-kuma,unless-stopped,on-failure,23,2,1,0.5,1,1,1.0,0.0048,OK
restart,Tanvrit__phi-pricing-platform__docker-compose.yml.yml,mongo,unless-stopped,on-failure,33,19,1,0.052632,18,1,1.0,0.0052,OK
restart,Tardfyou__SemWeaver__docker-compose.yml.yml,chromadb,unless-stopped,on-failure,24,4,1,0.25,3,1,1.0,0.0056,OK
restart,Team-olbl__S-tickey__deploy_docker-compose.yml.yml,mysql,unless-stopped,on-failure,98,13,1,0.076923,12,1,1.0,0.0059,OK
restart,ThomasQi3141__syncspark__docker-compose.yml.yml,backend,unless-stopped,on-failure,13,4,1,0.25,3,1,1.0,0.005,OK
restart,TroJanBoi__CEPP-67__docker-compose.yml.yml,be,always,on-failure,39,4,1,0.25,3,1,1.0,0.0048,OK
restart,VaultSparkStudios__vaultspark-football-gm__ops_deploy-backend.docker-compose.yml.yml,community-stats,unless-stopped,on-failure,59,7,1,0.142857,6,1,1.0,0.0054,OK
restart,VelarIQ__brain-free__docker-compose.yml.yml,brain-api,unless-stopped,on-failure,22,3,1,0.333333,2,1,1.0,0.0052,OK
restart,ViniciusResende__F1-FuelHub__mongo-db-docker-compose.yml.yml,db,unless-stopped,on-failure,16,6,1,0.166667,5,1,1.0,0.0057,OK
restart,Websoft9__docker-library__apps_jetty_docker-compose.yml.yml,jetty,unless-stopped,on-failure,26,12,1,0.083333,11,1,1.0,0.0054,OK
restart,Xedii__knostic-task__docker-compose.yml.yml,server,unless-stopped,on-failure,53,5,1,0.2,4,1,1.0,0.0084,OK
restart,YehudaBriskman__Bothy__auth_compose.yml.yml,keycloak,unless-stopped,on-failure,562,452,1,0.002212,451,1,1.0,0.0125,OK
restart,abigailajohn__VVMA__docker-compose.yml.yml,db,always,on-failure,47,9,1,0.111111,8,1,1.0,0.0056,OK
restart,agentteamhq__agentteam-email__compose.yaml.yml,atemail-mail-control-service,unless-stopped,on-failure,851,602,1,0.001661,601,1,1.0,0.0147,OK
restart,ahmedchsalah__breast-cancer-detection-backend__fl-server_docker-compose.yml.yml,fl-server,unless-stopped,on-failure,20,2,1,0.5,1,1,1.0,0.0049,OK
restart,ak1nttr__blog-api__docker-compose.yml.yml,adminer,always,on-failure,14,2,1,0.5,1,1,1.0,0.0045,OK
restart,akskokki__devops-with-docker__part-2_2_07_docker-compose.yml.yml,db,unless-stopped,on-failure,25,5,1,0.2,4,1,1.0,0.0046,OK
restart,alercebroker__wagtail-web__docker-compose.yml.yml,nginx,always,on-failure,40,4,1,0.25,3,1,1.0,0.005,OK
restart,alexandre6415__telegram-runrun-bot__docker-compose.yml.yml,telegram-runrun-bot,unless-stopped,on-failure,8,1,1,1.0,0,1,1.0,0.0047,OK
restart,aloshai__aequi-monorepo__docker-compose.yml.yml,server,unless-stopped,on-failure,57,3,1,0.333333,2,1,1.0,0.0051,OK
restart,alperkrtglu__weather-api__docker-compose.yml.yml,cache,always,on-failure,8,3,1,0.333333,2,1,1.0,0.0044,OK
restart,andycmaj__Bootstrapp__content_docker-compose.yml.yml,api,always,on-failure,19,3,1,0.333333,2,1,1.0,0.0045,OK
restart,ankitsoniblogger__yt-download__docker-compose.yml.yml,youtube-downloader,unless-stopped,on-failure,23,14,1,0.071429,13,1,1.0,0.0045,OK
restart,antistatique__drupal-vercel-deploy__docker-compose.yml.yml,db,always,on-failure,21,4,1,0.25,3,1,1.0,0.0043,OK
restart,appwrite__appwrite__docker-compose.override.yml.yml,adminer,always,on-failure,611,43,1,0.023256,42,1,1.0,0.0148,OK
restart,appwrite__appwrite__docker-compose.yml.yml,appwrite-console,unless-stopped,on-failure,1862,67,1,0.014925,66,1,1.0,0.0331,OK
restart,arkanelinux__docker-compose__traefik_docker-compose.yml.yml,reverse-proxy,always,on-failure,44,3,1,0.333333,2,1,1.0,0.0066,OK
restart,ashishjaiswal222__newportfolio__backend_docker-compose.yml.yml,backend,unless-stopped,on-failure,79,13,1,0.076923,12,1,1.0,0.0073,OK
restart,atanaltay__cs310_2022__25_BookStoreDocker_docker-compose.yml.yml,api_service,always,on-failure,29,3,1,0.333333,2,1,1.0,0.0067,OK
restart,betinnapp__survey-service__docker-compose.yml.yml,survey-service,always,on-failure,21,5,1,0.2,4,1,1.0,0.0077,OK
restart,bjornkpu__pottery-log__docker-compose.yml.yml,pottery-log,unless-stopped,on-failure,9,1,1,1.0,0,1,1.0,0.0066,OK
restart,blaineventurine__home-automation-docker__docker-compose.yml.yml,bazarr,unless-stopped,on-failure,927,241,1,0.004149,240,1,1.0,0.0212,OK
restart,botAGI__AGmind__templates_docker-compose.yml.yml,alertmanager,unless-stopped,on-failure,2057,494,1,0.002024,493,1,1.0,0.0467,OK
restart,botAGI__AGmind__tests_golden_expected_cluster_peer_docker-compose.rendered.yml.yml,api,always,on-failure,1140,16,1,0.0625,15,1,1.0,0.0368,OK
restart,botAGI__AGmind__tests_golden_expected_full_lan_docker-compose.rendered.yml.yml,api,always,on-failure,1140,16,1,0.0625,15,1,1.0,0.0219,OK
restart,botAGI__AGmind__tests_golden_expected_minimal_lan_docker-compose.rendered.yml.yml,api,always,on-failure,1140,16,1,0.0625,15,1,1.0,0.0225,OK
restart,botAGI__AGmind__tests_golden_expected_rag_milvus_docker-compose.rendered.yml.yml,api,always,on-failure,1140,16,1,0.0625,15,1,1.0,0.0199,OK
restart,botAGI__AGmind__tests_golden_expected_ragflow_docker-compose.rendered.yml.yml,api,always,on-failure,1140,16,1,0.0625,15,1,1.0,0.0217,OK
restart,botond-ai__GasAgent__mini_projects_keil.gyozo_supai5_docker-compose.yml.yml,backend,unless-stopped,on-failure,87,6,1,0.166667,5,1,1.0,0.0053,OK
restart,brightsparklabs__bsl-reverse-proxy__src_resources_templates_baseline_docker-compose.yml.j2.yml,landing-page,always,on-failure,46,26,1,0.038462,25,1,1.0,0.0045,OK
restart,broxcat__athena__docker-compose.yml.yml,connector-abuseipdb-ipblacklist,always,on-failure,538,125,1,0.008,124,1,1.0,0.0134,OK
restart,brunocolares__barbersoft-corrigido__docker-compose.yml.yml,backend,on-failure,always,76,8,1,0.125,7,1,1.0,0.005,OK
restart,bschmitt__laravel-amqp__docker-compose.yml.yml,app,unless-stopped,on-failure,27,3,1,0.333333,2,1,1.0,0.0045,OK
restart,caretdev__iris-vector__docker-compose.yml.yml,iris,unless-stopped,on-failure,22,4,1,0.25,3,1,1.0,0.0044,OK
restart,cbulock__plex-issue-finder__docker-compose.yml.yml,plex-issue-finder,unless-stopped,on-failure,22,10,1,0.1,9,1,1.0,0.0038,OK
restart,cescalada-lab__Diplomatura-CloudDataEngineering-ITBA__1_Foundations_Trabajo_Practico_Final_Foundations_Punto_5_docker-compose.yml.yml,adminer,always,on-failure,55,10,1,0.1,9,1,1.0,0.005,OK
restart,chandanshoun__CPPRestSDK-server__docker-compose.yml.bkp.yml,db,always,on-failure,13,12,1,0.083333,12,0,1.0,0.0043,OK
restart,chaterm__Akasha__docker-compose.yml.bak.yml,akasha,unless-stopped,on-failure,38,11,1,0.090909,10,1,1.0,0.0047,OK
restart,codekinian-dev__BenihChain-ClientApp__docker-compose.yml.yml,frontend,unless-stopped,on-failure,22,8,1,0.125,7,1,1.0,0.0044,OK
restart,codename-co__stack__hub_appwrite_compose.yaml.yml,appwrite,unless-stopped,on-failure,895,89,1,0.011236,88,1,1.0,0.0157,OK
restart,codename-co__stack__hub_jitsi_compose.yaml.yml,jicofo,${RESTART_POLICY:-unless-stopped},on-failure,503,22,1,0.045455,21,1,1.0,0.0108,OK
restart,codename-co__stack__hub_mailcow_compose.yaml.yml,clamd-mailcow,always,on-failure,689,103,1,0.009709,102,1,1.0,0.0162,OK
restart,compasify__giapha-4.0__docker-compose.yml.yml,family-tree,unless-stopped,on-failure,21,1,1,1.0,0,1,1.0,0.0058,OK
restart,coollabsio__coolify__docker-compose.yml.yml,coolify,always,on-failure,37,35,1,0.028571,35,0,1.0,0.0053,OK
restart,crewship-ai__crewship__docker_docker-compose.yml.yml,postgres,unless-stopped,on-failure,31,7,1,0.142857,6,1,1.0,0.0049,OK
restart,cvaghela__service-dash__appstore_Apps_ServiceDash_docker-compose.yml.yml,claude-usage,unless-stopped,on-failure,1595,1389,1,0.00072,1388,1,1.0,0.0179,OK
restart,daloni__course-big-data-and-ai__big-data_mongo_docker-compose.yml.yml,mongo,always,on-failure,26,4,1,0.25,3,1,1.0,0.0045,OK
restart,dark-capricornus__Homegenie__docker-compose.yml.yml,homegenie,unless-stopped,on-failure,60,10,1,0.1,9,1,1.0,0.0046,OK
restart,darkweak__souin__docker-compose.yml.dev.yml,olric,on-failure,always,81,18,1,0.055556,17,1,1.0,0.0046,OK
restart,davutD__user-dashboard-app__docker-compose.yml.yml,neo4j,unless-stopped,on-failure,32,18,1,0.055556,17,1,1.0,0.0043,OK
restart,deeztek__Hermes-Secure-Email-Gateway__docker-compose.yml.yml,hermes_authelia,always,on-failure,1028,280,1,0.003571,279,1,1.0,0.0178,OK
restart,deployable-sh__stacks__supabase_upstream-docker-compose.yml.yml,auth,unless-stopped,on-failure,577,255,1,0.003922,254,1,1.0,0.0113,OK
restart,dlobs-co__dhobs__docker-compose.yml.yml,collabora,on-failure:5,on-failure,744,105,1,0.009524,104,1,1.0,0.0143,OK
restart,donato-marcos__homelab-containers__container_docker_standalone_storage_alarik_docker-compose.cluster.yaml.yml,api01,unless-stopped,on-failure,511,153,1,0.006536,152,1,1.0,0.0103,OK
restart,drmaas__react-router-template__docker-compose.yml.yml,postgres,always,on-failure,17,8,1,0.125,7,1,1.0,0.006,OK
restart,droptica__nginx-proxy__docker-compose.yml.3.yml,nginx,always,on-failure,26,6,1,0.166667,5,1,1.0,0.0061,OK
restart,duylinhdang1998__ceo-management__docker-compose.yml.yml,api,unless-stopped,on-failure,92,29,1,0.034483,28,1,1.0,0.0069,OK
restart,easabbir__k6-performance-test__docker-compose.yml.yml,grafana,always,on-failure,32,9,1,0.111111,8,1,1.0,0.0064,OK
restart,eh-bleh__member-qa-system__docker-compose.yml.yml,qa-api,unless-stopped,on-failure,17,3,1,0.333333,2,1,1.0,0.0054,OK
restart,ekambindra__atlas-meridian__atlas-build-lab_stress-cases_atlas-stress-alpha_docker-compose.yml.yml,postgres,unless-stopped,on-failure,38,5,1,0.2,4,1,1.0,0.005,OK
restart,elitsuri__lms-cloudlearn-8__docker_docker-compose.yml.yml,backend,unless-stopped,on-failure,48,6,1,0.166667,5,1,1.0,0.0047,OK
restart,endreo123__alura-studies__docker-compose.yml.yml,nodejs,always,on-failure,11,1,1,1.0,0,1,1.0,0.0045,OK
restart,eth-infinitism__bundler__dockers_docker-compose.yml.yml,acme-companion,unless-stopped,on-failure,70,23,1,0.043478,22,1,1.0,0.0051,OK
restart,eugenioenko__tnmtmmorpg__deploy_docker-compose.yml.yml,server,unless-stopped,on-failure,48,22,1,0.045455,21,1,1.0,0.0049,OK
env,0kkun__tennis-track__.openapi_docker-compose.yml.yml,swagger-ui,API_URL,cm-test-value,32,4,1,0.25,3,1,1.0,0.0044,OK
env,1235357__debate-engine__docker-compose.yml.yml,debate-engine,GOOGLE_API_KEY,cm-test-value,17,1,1,1.0,0,1,1.0,0.0042,OK
env,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,GITLAB_OMNIBUS_CONFIG,cm-test-value,19,13,1,0.076923,13,0,1.0,0.0027,OK
env,3PillarGlobal__engineering-playbook__dockerized-automation_docker-compose.yml.yml,automation,CUSTOM_VAR,cm-test-value,31,9,1,0.111111,8,1,1.0,0.0046,OK
env,3bsolutionsltd__transconnect-app__docker-compose.yml.yml,admin,REACT_APP_API_URL,cm-test-value,81,13,1,0.076923,12,1,1.0,0.0074,OK
env,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,DB_HOST,cm-test-value,37,8,1,0.125,7,1,1.0,0.0057,OK
env,97jsantos__atividade-pratica-modulo-14__docker-compose.yml.yml,backend,SPRING_DATASOURCE_URL,cm-test-value,61,25,1,0.04,24,1,1.0,0.0062,OK
env,9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,kafka,KAFKA_BROKER_ID,cm-test-value,115,48,1,0.020833,47,1,1.0,0.0065,OK
env,AAARRRCCC__richmond-walk-roulette__valhalla_docker-compose.yml.yml,valhalla,build_admins,cm-test-value,45,31,1,0.032258,30,1,1.0,0.0049,OK
env,AAhmed233__microservice_dxc__sonarqube_docker-compose.yml.yml,sonarqube,SONAR_ES_BOOTSTRAP_CHECKS_DISABLE,cm-test-value,21,2,1,0.5,1,1,1.0,0.0034,OK
env,ALipckin__task-flow-backend__auth_docker-compose.yml.yml,auth-db,POSTGRES_USER,cm-test-value,45,9,1,0.111111,8,1,1.0,0.0064,OK
env,AP0827__Multi-Threaded-Web-Server__docker-compose.yml.yml,modsecurity,BACKEND,cm-test-value,93,4,1,0.25,3,1,1.0,0.0065,OK
env,AbdullahSholi__DOS_Project_Part1__docker-compose.yml.yml,catalog-server,NODE_ENV,cm-test-value,64,8,1,0.125,7,1,1.0,0.0062,OK
env,AdrienPoupa__docker-compose-nas__docker-compose.yml.yml,autobrr,TZ,cm-test-value,580,38,1,0.026316,37,1,1.0,0.0167,OK
env,AhmedIsmailKhalid__Iris-Classification-System-MLOps__deployment_docker-compose.yml.yml,api,API_HOST,cm-test-value,39,7,1,0.142857,6,1,1.0,0.0048,OK
env,Aish2140__movie-recommender-endee__docker-compose.yml.yml,endee,NDD_NUM_THREADS,cm-test-value,35,5,1,0.2,4,1,1.0,0.0049,OK
env,Akash112004__ChaiGallery__docker-compose.yml.yml,db,POSTGRES_DB,cm-test-value,16,4,1,0.25,3,1,1.0,0.0046,OK
env,Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,airflow-init,AIRFLOW__CORE__EXECUTOR,cm-test-value,360,50,1,0.02,49,1,1.0,0.0097,OK
env,Alanaktion__artdeck__docker-compose.yml.yml,laravel.test,WWWUSER,cm-test-value,72,69,1,0.014493,69,0,1.0,0.0036,OK
env,Alexandra2888__eShop__docker-compose.yml.yml,backend,NODE_ENV,cm-test-value,48,7,1,0.142857,6,1,1.0,0.0051,OK
env,Alexestgrand__RoyalChess__docker-compose.yml.yml,postgres,POSTGRES_USER,cm-test-value,39,5,1,0.2,4,1,1.0,0.0053,OK
env,Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,frontend,VITE_API_BASE_URL,cm-test-value,59,11,1,0.090909,10,1,1.0,0.0065,OK
env,Amrue320__cicd-demo-app__docker-compose.yml.yml,app,DJANGO_SECRET_KEY,cm-test-value,78,17,1,0.058824,16,1,1.0,0.0069,OK
env,AndresHardware__Vaultwarden__docker-compose.yml.txt.yml,vaultwarden,SMTP_HOST,cm-test-value,35,3,1,0.333333,2,1,1.0,0.0059,OK
env,AnjaliSamrat__Real-states-risks-scorer__docker-compose.yml.yml,backend,DATABASE_URL,cm-test-value,58,8,1,0.125,7,1,1.0,0.0059,OK
env,Aram8956__LMSPlatform__docker-compose.yml.yml,billingapi,ASPNETCORE_ENVIRONMENT,cm-test-value,58,7,1,0.142857,6,1,1.0,0.0049,OK
env,ArmandoHdzBta__api-spring__docker-compose.yml.yml,db,POSTGRES_USER,cm-test-value,11,2,1,0.5,1,1,1.0,0.0049,OK
env,ArthurLopes191__Projetos-Ulbra__2022-1_PW_Aula_11_docker-lamp-pw-master_docker-compose.yml.yml,db,MYSQL_ROOT_PASSWORD,cm-test-value,35,32,1,0.03125,32,0,1.0,0.0059,OK
env,ArturB__RSO__docker-compose.yml.bak.yml,msapp-app,SPRING_PROFILES_ACTIVE,cm-test-value,43,22,1,0.045455,22,0,1.0,0.0076,OK
env,AryanMarwah7781__FitPub__docker-compose.yml.yml,fitpub-api,DATABASE_URL,cm-test-value,95,17,1,0.058824,16,1,1.0,0.0069,OK
env,AshwinSaklecha__LedgerPay__docker-compose.yml.yml,postgres,POSTGRES_USER,cm-test-value,29,4,1,0.25,3,1,1.0,0.0046,OK
env,BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,db,POSTGRES_PASSWORD,cm-test-value,176,12,1,0.083333,11,1,1.0,0.0055,OK
env,Baptiste4321__biblioteque-node_express__backend_docker-compose.yml.yml,db,POSTGRES_USER,cm-test-value,58,27,1,0.037037,26,1,1.0,0.0047,OK
env,Bara2222__fittrack__docker-compose.yml.yml,backend,FLASK_DEBUG,cm-test-value,54,4,1,0.25,3,1,1.0,0.0052,OK
env,BenHampton__aws-ecs-terraform-demo__docker-compose.yml.yml,backend,SPRING_PROFILES_ACTIVE,cm-test-value,30,7,1,0.142857,6,1,1.0,0.0045,OK
env,Bensmina-Anass__streaming-sales-analytics__clickhouse_docker-compose.yml.yml,clickhouse,CLICKHOUSE_USER,cm-test-value,31,7,1,0.142857,6,1,1.0,0.0047,OK
env,BinhSilver__sentry_Suport_learning_Japanese-Public__docker-compose.yml.yml,app,SPRING_DATASOURCE_URL,cm-test-value,71,6,1,0.166667,6,0,1.0,0.0056,OK
env,BlackAntik__service-oriented-architecture-__kafka_clickhouse_postgresql_docker-compose.yml.yml,aggregation,CLICKHOUSE_URL,cm-test-value,261,24,1,0.041667,23,1,1.0,0.0083,OK
env,Bleenq-Technology__ai-homelab__docker_ai_compose.ai.yml.yml,comfyui,WANTED_UID,cm-test-value,551,226,1,0.004425,226,0,1.0,0.0097,OK
env,BorowskaNatalia__mini_data_platform__docker-compose.yml.yml,airflow-init,AIRFLOW__CORE__EXECUTOR,cm-test-value,262,58,1,0.017241,57,1,1.0,0.0108,OK
env,BrianTz79__Portafolio-Brian__docker-compose.yml.yml,cloudflared,TUNNEL_TOKEN,cm-test-value,15,2,1,0.5,1,1,1.0,0.005,OK
env,ByteMeDirk__semantic-medallion-data-platform__docker-compose.yml.yml,metabase,MB_DB_TYPE,cm-test-value,44,6,1,0.166667,5,1,1.0,0.0053,OK
env,CEIJ-GPSDE__GoTracker__docker-compose.yml.yml,location-tracker-feature,DB_HOST,cm-test-value,108,19,1,0.052632,18,1,1.0,0.0055,OK
